timestamp,pose_e,pose_n,pose_u,gnss_position_status
1665831159.97676,0,0,0,0
1665831160.01759,577.0307685,-445.7291502,10.26930012,4
1665831160.05759,0,0,0,0
1665831160.09759,0,0,0,0
1665831160.13759,0,0,0,0
1665831160.17759,0,0,0,0
1665831160.21675,577.0294012,-445.7280406,10.26570032,4
1665831160.25675,0,0,0,0
1665831160.29675,0,0,0,0
1665831160.33675,0,0,0,0
1665831160.37675,0,0,0,0
1665831160.4171,577.0292494,-445.7273011,10.26710038,4
1665831160.4571,0,0,0,0
1665831160.4971,0,0,0,0
1665831160.5371,0,0,0,0
1665831160.5771,0,0,0,0
1665831160.617,577.0294011,-445.727116,10.26540038,4
1665831160.657,0,0,0,0
1665831160.697,0,0,0,0
1665831160.737,0,0,0,0
1665831160.777,0,0,0,0
1665831160.81673,577.0304646,-445.7278558,10.26900024,4
1665831160.85673,0,0,0,0
1665831160.89673,0,0,0,0
1665831160.93673,0,0,0,0
1665831160.97673,0,0,0,0
1665831161.01754,577.0318315,-445.7271161,10.26950016,4
1665831161.05754,0,0,0,0
1665831161.09754,0,0,0,0
1665831161.13754,0,0,0,0
1665831161.17754,0,0,0,0
1665831161.21759,577.0462591,-445.7260054,10.26479894,4
1665831161.25759,0,0,0,0
1665831161.29759,0,0,0,0
1665831161.33759,0,0,0,0
1665831161.37759,0,0,0,0
1665831161.41699,577.0881763,-445.7226744,10.26499538,4
1665831161.45699,0,0,0,0
1665831161.49699,0,0,0,0
1665831161.53699,0,0,0,0
1665831161.57699,0,0,0,0
1665831161.61797,577.1533293,-445.7115753,10.25819027,4
1665831161.65797,0,0,0,0
1665831161.69797,0,0,0,0
1665831161.73797,0,0,0,0
1665831161.77797,0,0,0,0
1665831161.81775,577.2534139,-445.6975159,10.25828221,4
1665831161.85775,0,0,0,0
1665831161.89775,0,0,0,0
1665831161.93775,0,0,0,0
1665831161.97775,0,0,0,0
1665831162.01861,577.3960228,-445.6697708,10.26027126,4
1665831162.05861,0,0,0,0
1665831162.09861,0,0,0,0
1665831162.13861,0,0,0,0
1665831162.17861,0,0,0,0
1665831162.231,577.5838892,-445.6409124,10.24975629,4
1665831162.271,0,0,0,0
1665831162.311,0,0,0,0
1665831162.351,0,0,0,0
1665831162.391,0,0,0,0
1665831162.41913,577.8296189,-445.598367,10.23843704,4
1665831162.45913,0,0,0,0
1665831162.49913,0,0,0,0
1665831162.53913,0,0,0,0
1665831162.57913,0,0,0,0
1665831162.61897,578.1239496,-445.5569288,10.23741331,4
1665831162.65897,0,0,0,0
1665831162.69897,0,0,0,0
1665831162.73897,0,0,0,0
1665831162.77897,0,0,0,0
1665831162.81912,578.4662715,-445.5069811,10.22898581,4
1665831162.85912,0,0,0,0
1665831162.89912,0,0,0,0
1665831162.93912,0,0,0,0
1665831162.97912,0,0,0,0
1665831163.01865,578.8705569,-445.4427913,10.21585367,4
1665831163.05865,0,0,0,0
1665831163.09865,0,0,0,0
1665831163.13865,0,0,0,0
1665831163.17865,0,0,0,0
1665831163.21794,579.3369595,-445.363251,10.21681694,4
1665831163.25794,0,0,0,0
1665831163.29794,0,0,0,0
1665831163.33794,0,0,0,0
1665831163.37794,0,0,0,0
1665831163.41678,579.8569733,-445.2696545,10.2214763,4
1665831163.45678,0,0,0,0
1665831163.49678,0,0,0,0
1665831163.53678,0,0,0,0
1665831163.57678,0,0,0,0
1665831163.61779,580.4410763,-445.1688413,10.20943029,4
1665831163.65779,0,0,0,0
1665831163.69779,0,0,0,0
1665831163.73779,0,0,0,0
1665831163.77779,0,0,0,0
1665831163.81868,581.0912452,-445.0637715,10.20437851,4
1665831163.85868,0,0,0,0
1665831163.89868,0,0,0,0
1665831163.93868,0,0,0,0
1665831163.97868,0,0,0,0
1665831164.0194,581.790011,-444.9292972,10.18762429,4
1665831164.0594,0,0,0,0
1665831164.0994,0,0,0,0
1665831164.1394,0,0,0,0
1665831164.1794,0,0,0,0
1665831164.22876,582.5390466,-444.7852043,10.16846609,4
1665831164.26876,0,0,0,0
1665831164.30876,0,0,0,0
1665831164.34876,0,0,0,0
1665831164.38876,0,0,0,0
1665831164.41854,583.3368336,-444.6233576,10.15860458,4
1665831164.45854,0,0,0,0
1665831164.49854,0,0,0,0
1665831164.53854,0,0,0,0
1665831164.57854,0,0,0,0
1665831164.61881,584.1877755,-444.4444958,10.14663929,4
1665831164.65881,0,0,0,0
1665831164.69881,0,0,0,0
1665831164.73881,0,0,0,0
1665831164.77881,0,0,0,0
1665831164.81744,585.0769888,-444.2491746,10.13537153,4
1665831164.85744,0,0,0,0
1665831164.89744,0,0,0,0
1665831164.93744,0,0,0,0
1665831164.97744,0,0,0,0
1665831165.01668,586.0172283,-444.0181616,10.10890145,4
1665831165.05668,0,0,0,0
1665831165.09668,0,0,0,0
1665831165.13668,0,0,0,0
1665831165.17668,0,0,0,0
1665831165.21711,587.004704,-443.7875178,10.11682685,4
1665831165.2571,0,0,0,0
1665831165.2971,0,0,0,0
1665831165.3371,0,0,0,0
1665831165.37711,0,0,0,0
1665831165.41682,588.0163228,-443.5254356,10.09325206,4
1665831165.45682,0,0,0,0
1665831165.49682,0,0,0,0
1665831165.53682,0,0,0,0
1665831165.57682,0,0,0,0
1665831165.61651,589.0703153,-443.2498535,10.08697414,4
1665831165.65651,0,0,0,0
1665831165.69651,0,0,0,0
1665831165.73651,0,0,0,0
1665831165.77651,0,0,0,0
1665831165.81681,590.1726013,-442.9297055,10.08409467,4
1665831165.85681,0,0,0,0
1665831165.89681,0,0,0,0
1665831165.93681,0,0,0,0
1665831165.97681,0,0,0,0
1665831166.01746,591.3041945,-442.5722023,10.05711488,4
1665831166.05746,0,0,0,0
1665831166.09746,0,0,0,0
1665831166.13746,0,0,0,0
1665831166.17746,0,0,0,0
1665831166.2169,592.4728489,-442.2124808,10.07483158,4
1665831166.2569,0,0,0,0
1665831166.2969,0,0,0,0
1665831166.3369,0,0,0,0
1665831166.3769,0,0,0,0
1665831166.4178,593.6623051,-441.8102272,10.06824908,4
1665831166.4578,0,0,0,0
1665831166.4978,0,0,0,0
1665831166.5378,0,0,0,0
1665831166.5778,0,0,0,0
1665831166.61761,594.8920062,-441.3868909,10.05736404,4
1665831166.65761,0,0,0,0
1665831166.69761,0,0,0,0
1665831166.73761,0,0,0,0
1665831166.77761,0,0,0,0
1665831166.81866,596.1435747,-440.9476499,10.0322778,4
1665831166.85866,0,0,0,0
1665831166.89866,0,0,0,0
1665831166.93866,0,0,0,0
1665831166.97866,0,0,0,0
1665831167.01957,597.4282494,-440.4468334,10.02409245,4
1665831167.05957,0,0,0,0
1665831167.09957,0,0,0,0
1665831167.13957,0,0,0,0
1665831167.17957,0,0,0,0
1665831167.23873,598.7309961,-439.940098,10.01010552,4
1665831167.27873,0,0,0,0
1665831167.31873,0,0,0,0
1665831167.35873,0,0,0,0
1665831167.39873,0,0,0,0
1665831167.41795,600.0613834,-439.3960106,10.01871827,4
1665831167.45795,0,0,0,0
1665831167.49795,0,0,0,0
1665831167.53795,0,0,0,0
1665831167.57795,0,0,0,0
1665831167.61748,601.4086289,-438.8306587,10.04403057,4
1665831167.65748,0,0,0,0
1665831167.69748,0,0,0,0
1665831167.73748,0,0,0,0
1665831167.77748,0,0,0,0
1665831167.81774,602.7701458,-438.2100174,10.05954501,4
1665831167.85774,0,0,0,0
1665831167.89773,0,0,0,0
1665831167.93773,0,0,0,0
1665831167.97774,0,0,0,0
1665831168.01726,604.1503388,-437.5577537,10.0517595,4
1665831168.05726,0,0,0,0
1665831168.09726,0,0,0,0
1665831168.13726,0,0,0,0
1665831168.17726,0,0,0,0
1665831168.22617,605.5359992,-436.8638872,10.07467597,4
1665831168.26617,0,0,0,0
1665831168.30617,0,0,0,0
1665831168.34617,0,0,0,0
1665831168.38617,0,0,0,0
1665831168.4196,606.917101,-436.1502349,10.08829385,4
1665831168.4596,0,0,0,0
1665831168.4996,0,0,0,0
1665831168.5396,0,0,0,0
1665831168.5796,0,0,0,0
1665831168.6199,608.3467953,-435.3733385,10.07131106,4
1665831168.6599,0,0,0,0
1665831168.6999,0,0,0,0
1665831168.7399,0,0,0,0
1665831168.7799,0,0,0,0
1665831168.81932,609.793199,-434.6043939,10.08452571,4
1665831168.85932,0,0,0,0
1665831168.89932,0,0,0,0
1665831168.93932,0,0,0,0
1665831168.97932,0,0,0,0
1665831169.02027,611.2532709,-433.7901475,10.12714173,4
1665831169.06027,0,0,0,0
1665831169.10027,0,0,0,0
1665831169.14027,0,0,0,0
1665831169.18027,0,0,0,0
1665831169.21933,612.7493343,-432.975342,10.14315389,4
1665831169.25933,0,0,0,0
1665831169.29933,0,0,0,0
1665831169.33933,0,0,0,0
1665831169.37933,0,0,0,0
1665831169.41882,614.2370443,-432.1427865,10.1724676,4
1665831169.45882,0,0,0,0
1665831169.49882,0,0,0,0
1665831169.53882,0,0,0,0
1665831169.57882,0,0,0,0
1665831169.61719,615.7517828,-431.277868,10.17278045,4
1665831169.65719,0,0,0,0
1665831169.69719,0,0,0,0
1665831169.73719,0,0,0,0
1665831169.77719,0,0,0,0
1665831169.81674,617.2830811,-430.4142464,10.23129114,4
1665831169.85674,0,0,0,0
1665831169.89674,0,0,0,0
1665831169.93674,0,0,0,0
1665831169.97674,0,0,0,0
1665831170.01685,618.8380664,-429.5215902,10.257201,4
1665831170.05685,0,0,0,0
1665831170.09685,0,0,0,0
1665831170.13685,0,0,0,0
1665831170.17685,0,0,0,0
1665831170.21772,620.4214524,-428.5815978,10.3223108,4
1665831170.25772,0,0,0,0
1665831170.29772,0,0,0,0
1665831170.33772,0,0,0,0
1665831170.37772,0,0,0,0
1665831170.41674,622.0037718,-427.634207,10.35852067,4
1665831170.45674,0,0,0,0
1665831170.49674,0,0,0,0
1665831170.53674,0,0,0,0
1665831170.57674,0,0,0,0
1665831170.61666,623.6103844,-426.6688745,10.34242883,4
1665831170.65666,0,0,0,0
1665831170.69666,0,0,0,0
1665831170.73666,0,0,0,0
1665831170.77666,0,0,0,0
1665831170.81726,625.1964898,-425.7033558,10.28753846,4
1665831170.85726,0,0,0,0
1665831170.89726,0,0,0,0
1665831170.93726,0,0,0,0
1665831170.97726,0,0,0,0
1665831171.01928,626.8315047,-424.7224909,10.30734378,4
1665831171.05928,0,0,0,0
1665831171.09928,0,0,0,0
1665831171.13928,0,0,0,0
1665831171.17928,0,0,0,0
1665831171.22002,628.4833784,-423.7268334,10.34824785,4
1665831171.26002,0,0,0,0
1665831171.30002,0,0,0,0
1665831171.34002,0,0,0,0
1665831171.38002,0,0,0,0
1665831171.41891,630.1507442,-422.7302508,10.40294987,4
1665831171.45891,0,0,0,0
1665831171.49891,0,0,0,0
1665831171.53891,0,0,0,0
1665831171.57891,0,0,0,0
1665831171.61833,631.8481813,-421.7395829,10.45824793,4
1665831171.65833,0,0,0,0
1665831171.69833,0,0,0,0
1665831171.73833,0,0,0,0
1665831171.77833,0,0,0,0
1665831171.81683,633.5345259,-420.7228411,10.47864822,4
1665831171.85683,0,0,0,0
1665831171.89683,0,0,0,0
1665831171.93683,0,0,0,0
1665831171.97683,0,0,0,0
1665831172.01878,635.2568637,-419.73568,10.47154236,4
1665831172.05878,0,0,0,0
1665831172.09878,0,0,0,0
1665831172.13878,0,0,0,0
1665831172.17878,0,0,0,0
1665831172.21922,636.9767722,-418.7222636,10.49313786,4
1665831172.25922,0,0,0,0
1665831172.29922,0,0,0,0
1665831172.33922,0,0,0,0
1665831172.37922,0,0,0,0
1665831172.41895,638.7183983,-417.7090302,10.51423054,4
1665831172.45895,0,0,0,0
1665831172.49895,0,0,0,0
1665831172.53895,0,0,0,0
1665831172.57895,0,0,0,0
1665831172.62042,640.4749093,-416.6941324,10.55282121,4
1665831172.66042,0,0,0,0
1665831172.70042,0,0,0,0
1665831172.74042,0,0,0,0
1665831172.78042,0,0,0,0
1665831172.81853,642.2403831,-415.6766467,10.6186105,4
1665831172.85853,0,0,0,0
1665831172.89853,0,0,0,0
1665831172.93853,0,0,0,0
1665831172.97853,0,0,0,0
1665831173.01934,644.0259027,-414.6767238,10.65979597,4
1665831173.05934,0,0,0,0
1665831173.09934,0,0,0,0
1665831173.13934,0,0,0,0
1665831173.17934,0,0,0,0
1665831173.21947,645.8158244,-413.6853045,10.67617978,4
1665831173.25947,0,0,0,0
1665831173.29947,0,0,0,0
1665831173.33947,0,0,0,0
1665831173.37947,0,0,0,0
1665831173.41837,647.6264006,-412.709045,10.68165986,4
1665831173.45837,0,0,0,0
1665831173.49837,0,0,0,0
1665831173.53837,0,0,0,0
1665831173.57837,0,0,0,0
1665831173.61869,649.4600599,-411.7078212,10.69073855,4
1665831173.65869,0,0,0,0
1665831173.69869,0,0,0,0
1665831173.73869,0,0,0,0
1665831173.77869,0,0,0,0
1665831173.81742,651.2824867,-410.7310088,10.74691612,4
1665831173.85742,0,0,0,0
1665831173.89742,0,0,0,0
1665831173.93742,0,0,0,0
1665831173.97742,0,0,0,0
1665831174.01874,653.1219158,-409.7676879,10.72409041,4
1665831174.05874,0,0,0,0
1665831174.09874,0,0,0,0
1665831174.13874,0,0,0,0
1665831174.17874,0,0,0,0
1665831174.21984,654.9684886,-408.7733067,10.78046529,4
1665831174.25984,0,0,0,0
1665831174.29984,0,0,0,0
1665831174.33984,0,0,0,0
1665831174.37984,0,0,0,0
1665831174.41803,656.804886,-407.7883561,10.83633992,4
1665831174.45803,0,0,0,0
1665831174.49803,0,0,0,0
1665831174.53803,0,0,0,0
1665831174.57803,0,0,0,0
1665831174.61772,658.6283713,-406.8207851,10.85531409,4
1665831174.65772,0,0,0,0
1665831174.69772,0,0,0,0
1665831174.73772,0,0,0,0
1665831174.77772,0,0,0,0
1665831174.81879,660.4644643,-405.8683762,10.88938532,4
1665831174.85879,0,0,0,0
1665831174.89879,0,0,0,0
1665831174.93879,0,0,0,0
1665831174.97879,0,0,0,0
1665831175.01732,662.2955418,-404.9076447,10.89705693,4
1665831175.05732,0,0,0,0
1665831175.09732,0,0,0,0
1665831175.13732,0,0,0,0
1665831175.17732,0,0,0,0
1665831175.21907,664.0947261,-403.9387801,10.9175317,4
1665831175.25907,0,0,0,0
1665831175.29907,0,0,0,0
1665831175.33907,0,0,0,0
1665831175.37907,0,0,0,0
1665831175.41859,665.9227717,-403.0050473,10.96710058,4
1665831175.45859,0,0,0,0
1665831175.49859,0,0,0,0
1665831175.53859,0,0,0,0
1665831175.57859,0,0,0,0
1665831175.61863,667.7075367,-402.0759422,11.04957304,4
1665831175.65863,0,0,0,0
1665831175.69863,0,0,0,0
1665831175.73863,0,0,0,0
1665831175.77863,0,0,0,0
1665831175.81746,669.5408883,-401.1298147,11.02304084,4
1665831175.85746,0,0,0,0
1665831175.89746,0,0,0,0
1665831175.93746,0,0,0,0
1665831175.97746,0,0,0,0
1665831176.01861,671.3414479,-400.1955307,11.11381067,4
1665831176.05861,0,0,0,0
1665831176.09861,0,0,0,0
1665831176.13861,0,0,0,0
1665831176.17861,0,0,0,0
1665831176.21856,673.1309144,-399.2869447,11.12917941,4
1665831176.25856,0,0,0,0
1665831176.29856,0,0,0,0
1665831176.33856,0,0,0,0
1665831176.37856,0,0,0,0
1665831176.41857,674.9279692,-398.3380466,11.12554925,4
1665831176.45857,0,0,0,0
1665831176.49857,0,0,0,0
1665831176.53857,0,0,0,0
1665831176.57857,0,0,0,0
1665831176.61977,676.735661,-397.4194746,11.15871542,4
1665831176.65977,0,0,0,0
1665831176.69977,0,0,0,0
1665831176.73977,0,0,0,0
1665831176.77977,0,0,0,0
1665831176.81708,678.5167769,-396.487223,11.22408462,4
1665831176.85708,0,0,0,0
1665831176.89708,0,0,0,0
1665831176.93708,0,0,0,0
1665831176.97708,0,0,0,0
1665831177.01863,680.2828521,-395.549977,11.2472551,4
1665831177.05863,0,0,0,0
1665831177.09863,0,0,0,0
1665831177.13863,0,0,0,0
1665831177.17863,0,0,0,0
1665831177.21753,682.0685249,-394.6415773,11.30882107,4
1665831177.25753,0,0,0,0
1665831177.29753,0,0,0,0
1665831177.33753,0,0,0,0
1665831177.37753,0,0,0,0
1665831177.41632,683.8250395,-393.750746,11.37578844,4
1665831177.45632,0,0,0,0
1665831177.49632,0,0,0,0
1665831177.53632,0,0,0,0
1665831177.57632,0,0,0,0
1665831177.6161,685.5580104,-392.8636125,11.41335751,4
1665831177.6561,0,0,0,0
1665831177.6961,0,0,0,0
1665831177.7361,0,0,0,0
1665831177.7761,0,0,0,0
1665831177.81855,687.257868,-391.9716711,11.41212984,4
1665831177.85855,0,0,0,0
1665831177.89855,0,0,0,0
1665831177.93855,0,0,0,0
1665831177.97855,0,0,0,0
1665831178.01774,688.9322144,-391.106914,11.42860267,4
1665831178.05774,0,0,0,0
1665831178.09774,0,0,0,0
1665831178.13774,0,0,0,0
1665831178.17774,0,0,0,0
1665831178.2174,690.5970053,-390.3098381,11.51647183,4
1665831178.2574,0,0,0,0
1665831178.2974,0,0,0,0
1665831178.3374,0,0,0,0
1665831178.3774,0,0,0,0
1665831178.41696,692.2106091,-389.5112835,11.55654609,4
1665831178.45696,0,0,0,0
1665831178.49696,0,0,0,0
1665831178.53696,0,0,0,0
1665831178.57696,0,0,0,0
1665831178.61672,693.7848765,-388.7578469,11.55702136,4
1665831178.65672,0,0,0,0
1665831178.69672,0,0,0,0
1665831178.73672,0,0,0,0
1665831178.77672,0,0,0,0
1665831178.8169,695.3090315,-388.0171755,11.60520082,4
1665831178.8569,0,0,0,0
1665831178.8969,0,0,0,0
1665831178.9369,0,0,0,0
1665831178.9769,0,0,0,0
1665831179.01711,696.7836759,-387.2696666,11.66388566,4
1665831179.05711,0,0,0,0
1665831179.09711,0,0,0,0
1665831179.13711,0,0,0,0
1665831179.17711,0,0,0,0
1665831179.21885,698.2381213,-386.6018513,11.67066744,4
1665831179.25885,0,0,0,0
1665831179.29885,0,0,0,0
1665831179.33885,0,0,0,0
1665831179.37885,0,0,0,0
1665831179.41786,699.6369875,-385.9342287,11.73925488,4
1665831179.45786,0,0,0,0
1665831179.49786,0,0,0,0
1665831179.53786,0,0,0,0
1665831179.57786,0,0,0,0
1665831179.61838,700.9945388,-385.2826926,11.75004552,4
1665831179.65838,0,0,0,0
1665831179.69838,0,0,0,0
1665831179.73838,0,0,0,0
1665831179.77838,0,0,0,0
1665831179.81777,702.3352373,-384.6600051,11.7903359,4
1665831179.85777,0,0,0,0
1665831179.89777,0,0,0,0
1665831179.93777,0,0,0,0
1665831179.97777,0,0,0,0
1665831180.01871,703.6615081,-384.0426809,11.83142721,4
1665831180.05871,0,0,0,0
1665831180.09871,0,0,0,0
1665831180.13871,0,0,0,0
1665831180.17871,0,0,0,0
1665831180.22001,704.9929378,-383.4174028,11.8353181,4
1665831180.26001,0,0,0,0
1665831180.30001,0,0,0,0
1665831180.34001,0,0,0,0
1665831180.38001,0,0,0,0
1665831180.41838,706.2999189,-382.8359496,11.83840871,4
1665831180.45838,0,0,0,0
1665831180.49838,0,0,0,0
1665831180.53838,0,0,0,0
1665831180.57838,0,0,0,0
1665831180.61883,707.5993144,-382.2607879,11.91129946,4
1665831180.65883,0,0,0,0
1665831180.69883,0,0,0,0
1665831180.73882,0,0,0,0
1665831180.77883,0,0,0,0
1665831180.81849,708.8654474,-381.699495,11.95589275,4
1665831180.85849,0,0,0,0
1665831180.89849,0,0,0,0
1665831180.93849,0,0,0,0
1665831180.97849,0,0,0,0
1665831181.02013,710.1384151,-381.1592804,11.99078372,4
1665831181.06013,0,0,0,0
1665831181.10013,0,0,0,0
1665831181.14013,0,0,0,0
1665831181.18013,0,0,0,0
1665831181.21991,711.3866273,-380.6431046,12.00917571,4
1665831181.25991,0,0,0,0
1665831181.29991,0,0,0,0
1665831181.33991,0,0,0,0
1665831181.37991,0,0,0,0
1665831181.41843,712.6023417,-380.1454231,12.04496994,4
1665831181.45843,0,0,0,0
1665831181.49843,0,0,0,0
1665831181.53843,0,0,0,0
1665831181.57843,0,0,0,0
1665831181.61593,713.8066672,-379.6664181,12.08246405,4
1665831181.65593,0,0,0,0
1665831181.69593,0,0,0,0
1665831181.73593,0,0,0,0
1665831181.77593,0,0,0,0
1665831181.81638,714.9713521,-379.2031319,12.0960614,4
1665831181.85638,0,0,0,0
1665831181.89638,0,0,0,0
1665831181.93638,0,0,0,0
1665831181.97638,0,0,0,0
1665831182.01802,716.1343707,-378.7803412,12.12115627,4
1665831182.05802,0,0,0,0
1665831182.09802,0,0,0,0
1665831182.13802,0,0,0,0
1665831182.17802,0,0,0,0
1665831182.22028,717.2888839,-378.3584754,12.14165181,4
1665831182.26028,0,0,0,0
1665831182.30028,0,0,0,0
1665831182.34028,0,0,0,0
1665831182.38028,0,0,0,0
1665831182.41834,718.4304916,-377.9630532,12.17834699,4
1665831182.45834,0,0,0,0
1665831182.49834,0,0,0,0
1665831182.53834,0,0,0,0
1665831182.57834,0,0,0,0
1665831182.61856,719.564201,-377.5752121,12.20274238,4
1665831182.65856,0,0,0,0
1665831182.69856,0,0,0,0
1665831182.73856,0,0,0,0
1665831182.77856,0,0,0,0
1665831182.81608,720.6760432,-377.1936606,12.24693964,4
1665831182.85608,0,0,0,0
1665831182.89608,0,0,0,0
1665831182.93608,0,0,0,0
1665831182.97608,0,0,0,0
1665831183.01931,721.7900099,-376.8261604,12.26653562,4
1665831183.05931,0,0,0,0
1665831183.09931,0,0,0,0
1665831183.13931,0,0,0,0
1665831183.17931,0,0,0,0
1665831183.21924,722.8979026,-376.4690154,12.28723145,4
1665831183.25924,0,0,0,0
1665831183.29924,0,0,0,0
1665831183.33924,0,0,0,0
1665831183.37924,0,0,0,0
1665831183.41734,723.9887859,-376.1299922,12.30052792,4
1665831183.45734,0,0,0,0
1665831183.49734,0,0,0,0
1665831183.53734,0,0,0,0
1665831183.57734,0,0,0,0
1665831183.61715,725.0752662,-375.8155618,12.30892324,4
1665831183.65715,0,0,0,0
1665831183.69715,0,0,0,0
1665831183.73715,0,0,0,0
1665831183.77715,0,0,0,0
1665831183.8178,726.1509681,-375.5138927,12.34961883,4
1665831183.8578,0,0,0,0
1665831183.8978,0,0,0,0
1665831183.9378,0,0,0,0
1665831183.9778,0,0,0,0
1665831184.01841,727.2090533,-375.2286814,12.38491525,4
1665831184.05841,0,0,0,0
1665831184.09841,0,0,0,0
1665831184.13841,0,0,0,0
1665831184.17841,0,0,0,0
1665831184.21834,728.2293228,-374.9558618,12.41941508,4
1665831184.25834,0,0,0,0
1665831184.29834,0,0,0,0
1665831184.33834,0,0,0,0
1665831184.37834,0,0,0,0
1665831184.41839,729.2149652,-374.7081914,12.43731719,4
1665831184.45839,0,0,0,0
1665831184.49839,0,0,0,0
1665831184.53839,0,0,0,0
1665831184.57839,0,0,0,0
1665831184.61744,730.160364,-374.4660728,12.47802343,4
1665831184.65744,0,0,0,0
1665831184.69744,0,0,0,0
1665831184.73744,0,0,0,0
1665831184.77744,0,0,0,0
1665831184.81866,731.066423,-374.234864,12.47143337,4
1665831184.85866,0,0,0,0
1665831184.89866,0,0,0,0
1665831184.93866,0,0,0,0
1665831184.97866,0,0,0,0
1665831185.01751,731.9545658,-374.0201152,12.49574426,4
1665831185.05751,0,0,0,0
1665831185.09751,0,0,0,0
1665831185.13751,0,0,0,0
1665831185.17751,0,0,0,0
1665831185.21873,732.8184098,-373.831255,12.51165629,4
1665831185.25873,0,0,0,0
1665831185.29873,0,0,0,0
1665831185.33873,0,0,0,0
1665831185.37873,0,0,0,0
1665831185.4169,733.6438302,-373.6403641,12.53247273,4
1665831185.4569,0,0,0,0
1665831185.4969,0,0,0,0
1665831185.5369,0,0,0,0
1665831185.5769,0,0,0,0
1665831185.61678,734.4417594,-373.4417085,12.54139268,4
1665831185.65678,0,0,0,0
1665831185.69678,0,0,0,0
1665831185.73678,0,0,0,0
1665831185.77678,0,0,0,0
1665831185.81687,735.2311898,-373.2920554,12.56941062,4
