%time,field.ecef_vel.e,field.ecef_vel.n,field.ecef_vel.u
1665831132.42862,0.95136946,0.174903331,-0.001573296
1665831132.63005,0.815303214,0.127533922,-0.052236948
1665831132.83117,0.687821421,0.093491231,-0.041408847
1665831133.03242,0.57462062,0.085161298,0.033295443
1665831133.23398,0.453412318,0.068191613,-0.04890229
1665831133.42505,0.29395931,0.092283947,-0.032746869
1665831133.63657,0.283194362,0.025306745,0.003662202
1665831133.82771,0.198976572,0.034046617,0.008098242
1665831134.02954,0.137152266,0.049926486,-0.066906591
1665831134.23073,0.082996873,-0.007762521,0.052361267
1665831134.43227,0.026177634,0.000515653,0.00795208
1665831134.63259,-0.029346911,0.001368983,-0.0172286
1665831134.82395,-0.012937119,-0.00563784,0.015822317
1665831135.02415,0.009630398,0.002833738,0.001707446
1665831135.22642,-0.006579824,-0.000282577,-0.002725081
1665831135.42774,0.008348019,-0.005792761,0.028721499
1665831135.629,-0.003420266,0.00369759,-0.026788236
1665831135.83041,-0.003385641,0.003317407,0.014568193
1665831136.0318,0.004614687,-0.008049951,0.026542663
1665831136.23345,-0.011056727,0.015304048,-0.013743905
1665831136.4248,0.010456766,-0.013581594,0.011124134
1665831136.62613,-0.009154641,0.009601312,-0.007382232
1665831136.82767,0.007070784,-0.000275367,-0.007598565
1665831137.02882,-0.009077003,-0.010005065,0.013860977
1665831137.2302,0.003604293,0.000494233,0.020661675
1665831137.43166,-0.002274682,0.012386043,-0.018631741
1665831137.63293,-0.004260847,-0.00647258,-0.01408229
1665831137.82414,0.000901735,0.012638444,0.047358385
1665831138.02552,0.00787674,-0.005259942,-0.072600138
1665831138.22682,-0.01676261,0.007915447,0.065876328
1665831138.42729,0.016231558,-0.012008889,-0.02966788
1665831138.62777,-0.011276968,0.012130287,0.01455837
1665831138.8289,0.005496659,-0.004004179,-0.009598088
1665831139.03018,-0.005115333,0.004379899,0.0189647
1665831139.23046,0.003567412,-0.009884076,-0.008021758
1665831139.43165,-0.001562475,0.013547713,0.024877261
1665831139.63312,-0.005077837,-0.000241715,-0.033525768
1665831139.83337,-0.000665916,-0.009997709,0.044419504
1665831140.02462,0.004445831,0.004889911,-0.026397223
1665831140.2259,-0.005419362,0.007632193,0.00687751
1665831140.42721,0.000589301,-0.017123745,0.022407143
1665831140.62745,0.007259337,0.008940253,-0.012869883
1665831140.82869,-0.011128182,-0.003046964,0.023780025
1665831141.03026,0.010241684,-0.005532029,0.011850931
1665831141.23179,-0.004901891,0.012025646,-0.02107262
1665831141.42348,-0.003388221,-0.010429653,0.022627247
1665831141.62394,0.005258278,0.013071896,-0.031937534
1665831141.82431,-0.001365825,-0.001233053,0.027630492
1665831142.02543,-0.003088086,-0.003021732,0.012107141
1665831142.2268,0.003918965,0.007551046,-0.028439469
1665831142.42807,-0.00046315,0.003809225,0.001537953
1665831142.62937,0.000284607,-0.001474855,-0.023784949
1665831142.82999,-0.005888645,0.010711931,0.035851895
1665831143.03126,0.007614784,-0.004316719,-0.024786105
1665831143.23253,-0.012756321,-0.006861725,0.0186025
1665831143.42384,0.006282577,0.009750915,-0.027916104
1665831143.62532,-0.006561051,0.002183198,0.031116013
1665831143.8265,0.00689289,-0.001938922,-0.027641792
1665831144.02785,-0.001339313,-0.000451558,0.007067697
1665831144.22902,-0.01213405,0.003080605,0.01351498
1665831144.43034,0.005895784,-0.005467908,0.023049549
1665831144.63153,-0.001395923,0.005479132,-0.011949499
1665831144.82296,-0.002649842,0.003219352,0.013491631
1665831145.0242,-0.002789558,-0.005382699,0.019975858
1665831145.2256,0.00365571,-0.00108888,0.00258846
1665831145.42695,-0.005234362,-0.000223317,-0.000203926
1665831145.62844,0.003031817,0.006404014,0.007405855
1665831145.83012,-0.004184183,-0.004383617,0.014909612
1665831146.02965,0.001423733,-0.002636664,0.002875932
1665831146.231,-0.006086917,0.000411276,0.002889687
1665831146.43279,0.003709724,0.001777004,0.007724002
1665831146.62331,-0.003152776,-0.00389633,0.001191057
1665831146.82458,-0.002183788,0.007478899,0.002405647
1665831147.02585,0.008124516,0.001025148,0.001149481
1665831147.22625,-0.002398221,0.003926602,-1.82E-05
1665831147.42751,-0.006729242,0.004443481,0.013490099
1665831147.62883,0.009040464,-0.001531685,-0.003035449
1665831147.83024,-0.001980681,0.008190027,-0.009372852
1665831148.03167,-0.002109071,-0.002067807,0.008147146
1665831148.23294,0.003736561,0.005465303,-0.008282426
1665831148.42429,-0.002034354,-0.006872272,0.017227979
1665831148.62558,0.001053408,0.004689444,0.008624932
1665831148.82683,-0.006323027,0.001614072,-0.013060785
1665831149.02811,0.005417756,-0.00121205,0.022911108
1665831149.22838,-0.003426399,-0.000302408,-0.001654793
1665831149.42969,0.00103238,0.007899496,-0.000970647
1665831149.6311,-0.004579072,-0.011958609,0.046335772
1665831149.83142,-0.004348496,-0.000542025,-0.009304128
1665831150.03286,-0.002355857,0.007994348,-0.008747591
1665831150.22419,0.003263725,-0.002230355,0.023315094
1665831150.42438,-0.003786356,-0.007254216,0.036528617
1665831150.6259,-0.005497649,0.006217084,-0.034187333
1665831150.82724,-0.00157281,-0.006796001,0.043693828
1665831151.02802,0.010620414,-0.009360017,-0.00181849
1665831151.22926,-0.011030847,0.011766557,-0.004551762
1665831151.43064,8.75E-06,-0.000930831,0.029285551
1665831151.63211,0.001957057,-0.001170931,-0.017616437
1665831151.82344,-0.005746657,-0.005389678,0.029538573
1665831152.02374,0.007798178,0.004631786,0.005233066
1665831152.22508,-0.002845519,0.002682274,0.007480537
1665831152.42522,-0.005009577,-0.008110132,-0.001161848
1665831152.62681,0.010482629,0.011474994,0.002636099
1665831152.82813,-0.00755819,-0.002781543,0.005165925
1665831153.0307,-0.003185454,0.008364811,-0.016742247
1665831153.23197,0.008705413,-0.018206751,0.032455816
1665831153.43332,-0.00842371,0.038343012,-0.025793111
1665831153.62366,0.008568277,-0.027533754,0.020690264
1665831153.82499,-0.00536762,0.01884918,0.000327204
1665831154.02519,-0.001491652,-0.009704087,-0.009145801
1665831154.22553,0.0063075,0.011987916,0.01562899
1665831154.42677,-0.008123543,-0.00628617,0.002674346
1665831154.62832,0.004284779,0.005035567,0.009696584
1665831154.82862,-0.001177271,-0.007061784,0.011765426
1665831155.03009,0.004415766,0.001754586,0.002718904
1665831155.23128,-0.004889916,0.010623602,-0.004839194
1665831155.42268,0.002920253,-0.022099383,0.029125751
1665831155.62402,-0.009495858,0.025428423,0.003315718
1665831155.82518,0.003607846,-0.01342273,0.000650975
1665831156.02657,-0.006945947,0.000657196,-0.006664977
1665831156.22798,-0.004103332,0.010101555,0.009623474
1665831156.31862,-0.004103332,0.010101555,0.009623474
1665831156.42837,0.009604535,-0.008568467,0.019810459
1665831156.62998,-0.004712996,0.003730269,0.001650079
1665831156.8312,0.004716566,-0.013454437,0.019106861
1665831157.03248,-0.012366283,0.016902684,-0.001250729
1665831157.23299,-0.000324716,-0.00687875,0.00924756
1665831157.42333,0.004661903,-0.004800221,0.017064423
1665831157.62455,-0.000939231,-0.00212991,0.009277464
1665831157.82502,0.002394343,-0.004117944,0.007584831
1665831158.02642,-0.003194508,0.00314122,-0.015055825
1665831158.2277,0.001211247,-0.003138384,0.017657107
1665831158.42913,-0.006577552,0.003303685,0.017366677
1665831158.6295,0.002691882,-0.000913731,-0.025971309
1665831158.83098,0.000679222,-0.01006532,0.044341831
1665831159.03132,-0.001314099,0.010288092,-0.016520845
1665831159.23279,-0.000738719,0.008195419,-0.015806942
1665831159.42402,0.001124572,-0.006229938,0.023610659
1665831159.62547,0.002465491,0.004317558,-0.001615563
1665831159.8269,0.002402424,-0.002709,-0.004316212
1665831160.02814,-0.001739395,0.006786662,0.008773011
1665831160.23065,-0.005676808,-0.00817258,0.002400582
1665831160.43206,0.006588878,0.009757832,0.004032544
1665831160.63251,-0.00443032,-0.00019993,-0.001105574
1665831160.82387,0.004029913,0.006493653,-0.000363686
1665831161.02511,0.003359129,-0.001727781,0.007664269
1665831161.22647,0.106012628,0.011690926,-0.030497459
1665831161.42791,0.271955556,0.042821822,0.015610479
1665831161.62755,0.393795474,0.066289894,0.011809944
1665831161.82885,0.585450257,0.069533302,-0.050981332
1665831162.03025,0.817782318,0.167654642,0.038942281
1665831162.23081,1.099782551,0.169431961,-0.049904328
1665831162.32144,1.099782551,0.169431961,-0.049904328
1665831162.43241,1.343648992,0.248860761,-0.061442713
1665831162.63292,1.562582765,0.208435502,0.040256115
1665831162.82427,1.877718552,0.270563658,0.025844051
1665831163.0254,2.180969964,0.359102603,0.012310506
1665831163.22673,2.448838265,0.446943934,-0.152729834
