%time,estimated_velocity,yaw_rate
1665831010.15648,10.1361103058,0
1665831010.16865,10.1416664124,0
1665831010.18079,10.1402778625,0
1665831010.1935,10.1430549622,0
1665831010.20536,10.1486110687,0
1665831010.21765,10.1388893127,0
1665831010.22991,10.1416664124,0
1665831010.24225,10.125,0
1665831010.25463,10.125,0
1665831010.26684,10.1111106873,0
1665831010.2794,10.1166667938,0
1665831010.29235,10.1263885498,0
1665831010.30358,10.1361112595,0
1665831010.31601,10.1319446564,0
1665831010.32812,10.1583328247,0
1665831010.34035,10.1541671753,0
1665831010.35241,10.1499996185,0
1665831010.36559,10.1611118317,0
1665831010.37689,10.1694440842,0
1665831010.38951,10.1861114502,0
1665831010.40131,10.1680555344,0
1665831010.41434,10.177778244,0
1665831010.42603,10.1680555344,0
1665831010.43798,10.1736106873,0
1665831010.4503,10.1708335876,0
1665831010.46254,10.1819438934,0
1665831010.47455,10.1930561066,0
1665831010.48684,10.1888885498,0
1665831010.49937,10.1958332062,0
1665831010.51172,10.223610878,0
1665831010.52477,10.2388887405,0
1665831010.5364,10.2097225189,0
1665831010.54943,10.2333335876,0
1665831010.56091,10.2611112595,0
1665831010.5732,10.2458333969,0
1665831010.58546,10.2263889313,0
1665831010.59797,10.2513885498,0
1665831010.61074,10.2513885498,0
1665831010.62252,10.2375001907,0
1665831010.63445,10.2347221375,0
1665831010.64737,10.2624998093,0
1665831010.65896,10.2416667938,0
1665831010.67137,10.2513885498,0
1665831010.68313,10.2652778625,0
1665831010.69609,10.2749996185,0
1665831010.70801,10.2736110687,0
1665831010.71998,10.2833328247,0
1665831010.732,10.2986106873,0
1665831010.74442,10.2930555344,0
1665831010.75664,10.2777776718,0
1665831010.7688,10.2888889313,0
1665831010.78088,10.2902774811,0
1665831010.79323,10.2819442749,0
1665831010.8056,10.2944450378,0
1665831010.81778,10.2888889313,0
1665831010.83087,10.2986106873,0
1665831010.84315,10.2902774811,0
1665831010.85487,10.3000001907,0
1665831010.86753,10.3180561066,0
1665831010.87941,10.3263893127,0
1665831010.89245,10.3208332062,0
1665831010.90389,10.3402776718,0
1665831010.91592,10.3430557251,0
1665831010.9281,10.3333339691,0
1665831010.94109,10.3361110687,0
1665831010.95237,10.3430557251,0
1665831010.96549,10.3402776718,0
1665831010.97697,10.3416671753,0
1665831010.98956,10.3500003815,0
1665831011.00128,10.3430557251,0
1665831011.01347,10.3541669846,0
1665831011.02561,10.3583335876,0
1665831011.03869,10.365278244,0
1665831011.05006,10.3736114502,0
1665831011.06236,10.3694438934,0
1665831011.07448,10.384721756,0
1665831011.08663,10.3930549622,0
1665831011.09895,10.3833332062,0
1665831011.11131,10.3805561066,0
1665831011.12359,10.4083328247,0
1665831011.13598,10.3861103058,0
1665831011.14836,10.3763885498,0
1665831011.16048,10.3930549622,0
1665831011.17294,10.3888893127,0
1665831011.18494,10.3861103058,0
1665831011.19806,10.4027776718,0
1665831011.21009,10.4249992371,0
1665831011.22206,10.4305553436,0
1665831011.23387,10.4194440842,0
1665831011.24703,10.4375,0
1665831011.25926,10.4527778625,0
1665831011.27109,10.4458332062,0
1665831011.28333,10.4555549622,0
1665831011.295,10.4583339691,0
1665831011.30699,10.4513893127,0
1665831011.31921,10.463889122,0
1665831011.33131,10.4763889313,0
1665831011.34358,10.4486112595,0
1665831011.35579,10.4555559158,0
1665831011.36796,10.4805555344,0
1665831011.38009,10.4930553436,0
1665831011.39239,10.4861106873,0
1665831011.40467,10.5027780533,0
1665831011.4176,10.5083332062,0
1665831011.43031,10.5,0
1665831011.44187,10.4791660309,0
1665831011.45372,10.5027770996,0
1665831011.46647,10.5013885498,0
1665831011.4785,10.5013885498,0
1665831011.49119,10.526389122,0
1665831011.50277,10.5319442749,0
1665831011.51494,10.4875001907,0
1665831011.52719,10.4722223282,0
1665831011.54017,10.4916667938,0
1665831011.55146,10.4944438934,0
1665831011.56385,10.490278244,0
1665831011.57614,10.5138893127,0
1665831011.58886,10.5291671753,0
1665831011.60022,10.5638885498,0
1665831011.61245,10.5416660309,0
1665831011.62461,10.5458335876,0
1665831011.63761,10.536110878,0
1665831011.64919,10.5638885498,0
1665831011.66234,10.5361118317,0
1665831011.67375,10.5625,0
1665831011.68595,10.5638885498,0
1665831011.69807,10.5430555344,0
1665831011.71137,10.526389122,0
1665831011.72269,10.552778244,0
1665831011.73494,10.5513887405,0
1665831011.74736,10.5499992371,0
1665831011.75945,10.5555553436,0
1665831011.77172,10.5847225189,0
1665831011.78393,10.5777778625,0
1665831011.79681,10.5763893127,0
1665831011.80855,10.5583333969,0
1665831011.82043,10.5694446564,0
1665831011.83263,10.5736112595,0
1665831011.84583,10.5652780533,0
1665831011.85771,10.5638885498,0
1665831011.87014,10.5486106873,0
1665831011.88171,10.5680561066,0
1665831011.89352,10.5444440842,0
1665831011.90582,10.5444440842,0
1665831011.91788,10.5708332062,0
1665831011.93019,10.5972223282,0
1665831011.9423,10.5791664124,0
1665831011.95498,10.6111106873,0
1665831011.96722,10.6194438934,0
1665831011.97906,10.625,0
1665831011.99105,10.6055555344,0
1665831012.00341,10.615278244,0
1665831012.01561,10.625,0
1665831012.02896,10.6125001907,0
1665831012.04023,10.6097221375,0
1665831012.05239,10.6125001907,0
1665831012.06459,10.615278244,0
1665831012.07688,10.6180553436,0
1665831012.08918,10.6430549622,0
1665831012.10157,10.634721756,0
1665831012.11359,10.6444444656,0
1665831012.12658,10.6486110687,0
1665831012.13799,10.6402778625,0
1665831012.15049,10.6583328247,0
1665831012.16274,10.6583328247,0
1665831012.17552,10.6583328247,0
1665831012.18673,10.6597223282,0
1665831012.19904,10.6736106873,0
1665831012.212,10.6555557251,0
1665831012.22349,10.6541671753,0
1665831012.23559,10.6625003815,0
1665831012.24774,10.6763887405,0
1665831012.25985,10.6833333969,0
1665831012.27231,10.6888885498,0
1665831012.28434,10.7097225189,0
1665831012.29649,10.6930551529,0
1665831012.30891,10.6722221375,0
1665831012.32141,10.6763887405,0
1665831012.3333,10.6597223282,0
1665831012.34623,10.6430559158,0
1665831012.35779,10.6680555344,0
1665831012.37025,10.6888885498,0
1665831012.38249,10.6805553436,0
1665831012.39454,10.7527780533,0
1665831012.40675,10.7013893127,0
1665831012.41979,10.7250003815,0
1665831012.43211,10.7027778625,0
1665831012.44344,10.7736110687,0
1665831012.45561,10.6597213745,0
1665831012.46819,10.7375001907,0
1665831012.48091,10.7333335876,0
1665831012.49218,10.7708339691,0
1665831012.50513,10.7194442749,0
1665831012.51655,10.75,0
1665831012.52969,10.7958335876,0
1665831012.5412,10.7611112595,0
1665831012.553,10.7458333969,0
1665831012.56521,10.776389122,0
1665831012.57847,10.7958335876,0
1665831012.59064,10.786110878,0
1665831012.60237,10.7847223282,0
1665831012.61468,10.8125,0
1665831012.62774,10.7916660309,0
1665831012.63943,10.7847223282,0
1665831012.65217,10.7569446564,0
1665831012.66369,10.7902774811,0
1665831012.67677,10.7583332062,0
1665831012.68808,10.7652778625,0
1665831012.70122,10.7694444656,0
1665831012.7126,10.7777786255,0
1665831012.72506,10.776389122,0
1665831012.73697,10.7805557251,0
1665831012.74916,10.7847213745,0
1665831012.76232,10.7736110687,0
1665831012.77341,10.7847223282,0
1665831012.78563,10.8000001907,0
1665831012.79791,10.7847223282,0
1665831012.80998,10.7763881683,0
1665831012.82222,10.7944450378,0
1665831012.83478,10.822221756,0
1665831012.84661,10.7847213745,0
1665831012.85871,10.8013887405,0
1665831012.87116,10.8277778625,0
1665831012.88326,10.8305549622,0
1665831012.89547,10.7999992371,0
1665831012.90771,10.8333339691,0
1665831012.91999,10.8305549622,0
1665831012.93246,10.8347225189,0
1665831012.94466,10.8208332062,0
1665831012.95698,10.8624992371,0
1665831012.96978,10.8777770996,0
1665831012.98138,10.8361110687,0
1665831012.99427,10.8361110687,0
1665831013.0059,10.8486118317,0
1665831013.01814,10.8500003815,0
1665831013.03032,10.8208332062,0
1665831013.04261,10.8444442749,0
1665831013.05462,10.8458328247,0
1665831013.06778,10.8263893127,0
1665831013.08003,10.8500003815,0
1665831013.09194,10.8583335876,0
1665831013.10375,10.8472223282,0
1665831013.11598,10.8666667938,0
1665831013.12868,10.9027776718,0
1665831013.14054,10.8777770996,0
1665831013.15276,10.8263893127,0
1665831013.1644,10.8611106873,0
1665831013.17727,10.8569450378,0
1665831013.18986,10.8458328247,0
1665831013.20198,10.8527774811,0
1665831013.21426,10.8763885498,0
1665831013.22611,10.8625001907,0
1665831013.23917,10.8541669846,0
1665831013.25115,10.8777770996,0
1665831013.26287,10.884721756,0
1665831013.27523,10.8861112595,0
1665831013.28757,10.9055557251,0
1665831013.29975,10.9180555344,0
1665831013.31172,10.9069442749,0
1665831013.324,10.8958339691,0
1665831013.3361,10.9013881683,0
1665831013.34831,10.8986110687,0
1665831013.36087,10.9055557251,0
1665831013.37261,10.9208335876,0
1665831013.38483,10.9111118317,0
1665831013.3974,10.8902778625,0
1665831013.40917,10.9180555344,0
1665831013.4219,10.9513893127,0
1665831013.43344,10.9166669846,0
1665831013.44655,10.9041671753,0
1665831013.45838,10.9486112595,0
1665831013.47043,10.9361114502,0
1665831013.48226,10.8861112595,0
1665831013.49454,10.9055557251,0
1665831013.50692,10.9166660309,0
1665831013.51912,10.8972225189,0
1665831013.53146,10.9069442749,0
1665831013.54374,10.9249992371,0
1665831013.556,10.9138889313,0
1665831013.56927,10.9055557251,0
1665831013.58072,10.9208335876,0
1665831013.59273,10.9166660309,0
1665831013.60494,10.9263887405,0
1665831013.61696,10.9499998093,0
1665831013.62918,10.947221756,0
1665831013.64137,10.9305553436,0
1665831013.65348,10.9152774811,0
1665831013.66578,10.9333333969,0
1665831013.6779,10.9361114502,0
1665831013.69051,10.9111118317,0
1665831013.70224,10.9375,0
1665831013.71499,10.9486112595,0
1665831013.7271,10.9416666031,0
1665831013.73892,10.9069442749,0
1665831013.75093,10.9430561066,0
1665831013.76314,10.9499998093,0
1665831013.77534,10.9305553436,0
1665831013.78764,10.9611110687,0
1665831013.80008,10.9638881683,0
1665831013.81299,10.9513893127,0
1665831013.82438,10.9361114502,0
1665831013.83682,10.9611110687,0
1665831013.84894,10.963889122,0
1665831013.86223,10.9513893127,0
1665831013.87439,10.9583330154,0
1665831013.88556,10.9499998093,0
1665831013.89777,10.9555549622,0
1665831013.90995,10.9388885498,0
1665831013.92209,10.947221756,0
1665831013.93424,10.9513893127,0
1665831013.94633,10.9486112595,0
1665831013.95862,10.973610878,0
1665831013.97123,10.9652776718,0
1665831013.98298,10.9499998093,0
1665831013.99514,10.9513893127,0
1665831014.00729,10.9708328247,0
1665831014.01987,10.9569444656,0
1665831014.03221,10.9499998093,0
1665831014.04374,10.9555549622,0
1665831014.05677,10.9694442749,0
1665831014.06901,10.9458332062,0
1665831014.08136,10.9527778625,0
1665831014.09292,10.9763889313,0
1665831014.10506,10.9638881683,0
1665831014.11829,10.9722223282,0
1665831014.12996,10.9874992371,0
1665831014.14284,10.9888887405,0
1665831014.15425,10.9569444656,0
1665831014.16732,10.9750003815,0
1665831014.17879,10.9791669846,0
1665831014.19084,10.9527778625,0
1665831014.20314,10.9555559158,0
1665831014.2153,10.9708328247,0
1665831014.22775,10.9750003815,0
1665831014.24039,10.9611110687,0
1665831014.25191,10.9861106873,0
1665831014.26403,10.9944438934,0
1665831014.27615,10.9944438934,0
1665831014.28918,10.9944438934,0
1665831014.30058,11.0069446564,0
1665831014.31272,10.9833335876,0
1665831014.32485,10.9791660309,0
1665831014.33708,10.9819450378,0
1665831014.34927,10.9875001907,0
1665831014.36149,10.9819450378,0
1665831014.37392,10.9791660309,0
1665831014.38611,11.0041666031,0
1665831014.39834,11.0125007629,0
1665831014.41105,11,0
1665831014.42292,10.9972229004,0
1665831014.43583,11.0138893127,0
1665831014.44786,11.0333328247,0
1665831014.46046,10.9958333969,0
1665831014.47221,10.9916667938,0
1665831014.48456,11.009721756,0
1665831014.49654,11.0138893127,0
1665831014.50875,10.9791660309,0
1665831014.5218,11.0138893127,0
1665831014.5332,11.0430555344,0
1665831014.54617,11.009721756,0
1665831014.55757,11.0027770996,0
1665831014.56987,11.0138893127,0
1665831014.58192,11.0125007629,0
1665831014.5941,10.9958333969,0
1665831014.60631,10.9888887405,0
1665831014.61886,11.0194444656,0
1665831014.63062,11.0111112595,0
1665831014.64306,11.009721756,0
1665831014.65561,11.0083332062,0
1665831014.66719,10.9944438934,0
1665831014.68009,10.9847221375,0
1665831014.69267,10.9986114502,0
1665831014.70405,11.0083332062,0
1665831014.71644,10.9986114502,0
1665831014.72896,10.9930553436,0
1665831014.74207,11.0027780533,0
1665831014.75339,11.0124998093,0
1665831014.7665,11.0180549622,0
1665831014.77853,11.0041666031,0
1665831014.79035,10.9986114502,0
1665831014.80295,10.9722223282,0
1665831014.81466,10.9541664124,0
1665831014.82769,10.9263887405,0
1665831014.83955,10.8347225189,0
1665831014.85115,10.9444446564,0
1665831014.86323,10.9513893127,0
1665831014.87551,11.0555553436,0
1665831014.88804,10.9166660309,0
1665831014.9001,11.0208339691,0
1665831014.91236,11.0180549622,0
1665831014.92454,10.9694442749,0
1665831014.93717,10.9166669846,0
1665831014.9488,10.9819450378,0
1665831014.96198,11.0458335876,0
1665831014.9732,10.9791660309,0
1665831014.98621,11.0541667938,0
1665831014.99826,11.0625,0
1665831015.01027,11.0055561066,0
1665831015.02216,11.009721756,0
1665831015.03564,11.0583324432,0
1665831015.04682,11.0291671753,0
1665831015.06,10.9708328247,0
1665831015.07171,10.9486112595,0
1665831015.08457,10.9652776718,0
1665831015.09577,10.8875007629,0
1665831015.10815,10.9499998093,0
1665831015.12012,11.0069446564,0
1665831015.1324,11.0347223282,0
1665831015.14447,11.0111112595,0
1665831015.1566,11.0194444656,0
1665831015.16894,10.9861106873,0
1665831015.18107,10.9527778625,0
1665831015.19335,10.9500007629,0
1665831015.20563,10.9694442749,0
1665831015.21788,10.9527778625,0
1665831015.22994,10.9458332062,0
1665831015.24208,10.9708328247,0
1665831015.25427,10.9833335876,0
1665831015.26658,10.9680557251,0
1665831015.27974,10.9805555344,0
1665831015.2911,11.0208339691,0
1665831015.30361,11.0222225189,0
1665831015.31572,11.0013885498,0
1665831015.32828,10.9833335876,0
1665831015.34081,10.990278244,0
1665831015.35265,10.9916667938,0
1665831015.36534,10.9875001907,0
1665831015.37775,11.0013885498,0
1665831015.38934,11.0208330154,0
1665831015.40136,11.0249996185,0
1665831015.41428,11.0124998093,0
1665831015.42583,10.9819440842,0
1665831015.43877,10.9750003815,0
1665831015.45001,11.0083332062,0
1665831015.46239,11.0013885498,0
1665831015.47443,11.0041666031,0
1665831015.4866,10.990278244,0
1665831015.4998,11.0166664124,0
1665831015.51146,11.0138893127,0
1665831015.52313,10.9958333969,0
1665831015.53531,10.9777774811,0
1665831015.54751,10.9861106873,0
1665831015.56065,11.0138893127,0
1665831015.5721,11.0027770996,0
1665831015.58532,11.0180549622,0
1665831015.59741,10.9972229004,0
1665831015.60904,11.0458335876,0
1665831015.62144,11.0305557251,0
1665831015.63422,11.0388889313,0
1665831015.64617,11.0319442749,0
1665831015.65892,11.0638885498,0
1665831015.67064,11.0319442749,0
1665831015.68384,11.0444450378,0
1665831015.69524,11.0194444656,0
1665831015.70802,10.9805555344,0
1665831015.72064,10.9972229004,0
1665831015.73179,10.9986114502,0
1665831015.74403,11.0347213745,0
1665831015.75619,11.0277786255,0
1665831015.76846,11.0472221375,0
1665831015.7806,11.0402774811,0
1665831015.79362,11.0277776718,0
1665831015.80538,11.0013885498,0
1665831015.81809,10.9944438934,0
1665831015.82919,11.0263881683,0
1665831015.84144,10.9875001907,0
1665831015.85409,11.0069446564,0
1665831015.86591,11.0152778625,0
1665831015.87798,11.0277776718,0
1665831015.89053,10.9861106873,0
1665831015.90363,10.9875001907,0
1665831015.91505,11.0333328247,0
1665831015.9274,11.0222225189,0
1665831015.94052,10.9861106873,0
1665831015.95279,11.0347223282,0
1665831015.96511,11.0569438934,0
1665831015.97754,11.0222225189,0
1665831015.9902,10.9944438934,0
1665831016.00201,11.0111112595,0
1665831016.01345,11.0319442749,0
1665831016.02667,11.0138893127,0
1665831016.03798,11.0111112595,0
1665831016.05046,11.0277776718,0
1665831016.06238,11.0236110687,0
1665831016.07461,11.0111112595,0
1665831016.08689,11.0152778625,0
1665831016.09941,11.0319442749,0
1665831016.11117,11.036110878,0
1665831016.12329,10.9972219467,0
1665831016.13552,10.9958333969,0
1665831016.14766,10.9874992371,0
1665831016.16035,10.9847221375,0
1665831016.17299,10.9416666031,0
1665831016.18496,10.9930553436,0
1665831016.1969,11.009721756,0
1665831016.20943,10.9944438934,0
1665831016.22175,10.963889122,0
1665831016.23422,11.0055561066,0
1665831016.24658,11.0055561066,0
1665831016.25932,10.9777774811,0
1665831016.27232,11.0055551529,0
1665831016.28342,11.0194444656,0
1665831016.2961,11.0249996185,0
1665831016.30792,11.0222225189,0
1665831016.32031,11.0194444656,0
1665831016.33255,10.9777774811,0
1665831016.34457,10.9944438934,0
1665831016.35683,10.9513893127,0
1665831016.36969,10.9569444656,0
1665831016.38115,10.9208335876,0
1665831016.39401,11,0
1665831016.40554,11.0124998093,0
1665831016.41887,10.9861106873,0
1665831016.43003,11.0041666031,0
1665831016.44238,11.0388889313,0
1665831016.45476,11.0291671753,0
1665831016.46733,10.9569444656,0
1665831016.47942,11.0055561066,0
1665831016.49161,11.0319442749,0
1665831016.50394,11.0194444656,0
1665831016.51614,10.973610878,0
1665831016.52886,11.0055561066,0
1665831016.54128,11.0013885498,0
1665831016.55328,10.9972219467,0
1665831016.56558,10.9944438934,0
1665831016.5786,11.0291671753,0
1665831016.58998,11.0277786255,0
1665831016.60314,11.0069446564,0
1665831016.6151,10.9708328247,0
1665831016.62656,10.9916667938,0
1665831016.63964,10.990278244,0
1665831016.6509,11.0069446564,0
1665831016.66331,11.0013885498,0
1665831016.67541,11.0597219467,0
1665831016.68805,11.052778244,0
1665831016.69984,11.0222225189,0
1665831016.71282,10.9597225189,0
1665831016.72432,11.0416669846,0
1665831016.73654,11.0138893127,0
1665831016.74859,11.0208330154,0
1665831016.76096,11.009721756,0
1665831016.77326,11.081943512,0
1665831016.78647,11.0472221375,0
1665831016.79895,11.0125007629,0
1665831016.81044,11.009721756,0
1665831016.82267,11.0027780533,0
1665831016.83496,10.9944438934,0
1665831016.84731,11.0111103058,0
1665831016.85983,11.0569438934,0
1665831016.87199,11.0013885498,0
1665831016.88477,11.0111112595,0
1665831016.89652,11.0541667938,0
1665831016.90934,11.0708332062,0
1665831016.92117,11.0402774811,0
1665831016.9331,11.0333328247,0
1665831016.94577,11.0277776718,0
1665831016.95741,11.0750007629,0
1665831016.9696,11.0138893127,0
1665831016.98168,11.0125007629,0
1665831016.99404,11.0402774811,0
1665831017.00617,11.0902776718,0
1665831017.01907,11.0472221375,0
1665831017.03047,11.0166664124,0
1665831017.04262,11.0166664124,0
1665831017.05498,11.0597219467,0
1665831017.06792,11.0055551529,0
1665831017.07955,10.9833335876,0
1665831017.09222,11.036110878,0
1665831017.10391,11.0763893127,0
1665831017.11633,11.0333337784,0
1665831017.12844,11.0124998093,0
1665831017.14162,11.0249996185,0
1665831017.15373,11.0416669846,0
1665831017.16588,11.0027770996,0
1665831017.17758,11.0319442749,0
1665831017.18988,11.0611114502,0
1665831017.20214,11.052778244,0
1665831017.21508,11.0694446564,0
1665831017.22636,11.0652780533,0
1665831017.23913,11.115278244,0
1665831017.25086,11.0749998093,0
1665831017.26341,11.1388893127,0
1665831017.2752,11.0833339691,0
1665831017.28729,11.0833339691,0
1665831017.29951,11.0541667938,0
1665831017.31241,11.072221756,0
1665831017.32399,11.0222225189,0
1665831017.3363,11.0333328247,0
1665831017.34842,11.0416660309,0
1665831017.36088,11.0208330154,0
1665831017.37299,11.0138893127,0
1665831017.38605,11.052778244,0
1665831017.39742,11.0847225189,0
1665831017.40967,11.0736112595,0
1665831017.42191,11.0333328247,0
1665831017.43478,11.0805549622,0
1665831017.44664,11.0236110687,0
1665831017.46014,10.9444446564,0
1665831017.47147,10.9944438934,0
1665831017.48376,11.0486106873,0
1665831017.49595,11.0249996185,0
1665831017.50902,11.0152778625,0
1665831017.52155,11.0500001907,0
1665831017.53348,11.0472221375,0
1665831017.54476,11.0138893127,0
1665831017.55816,11.0347223282,0
1665831017.56931,11.0680561066,0
1665831017.58245,11.0680561066,0
1665831017.59377,11.0694446564,0
1665831017.60592,11.0541667938,0
1665831017.61913,11.0180559158,0
1665831017.63031,11.0416669846,0
1665831017.64346,11.0652770996,0
1665831017.65468,11.0555553436,0
1665831017.66678,11.0805549622,0
1665831017.67959,11.0638885498,0
1665831017.6917,11.0444450378,0
1665831017.70407,10.9972229004,0
1665831017.71632,11.0625,0
1665831017.72854,11.052778244,0
1665831017.74077,11.0513887405,0
1665831017.7536,11.0583324432,0
1665831017.76567,11.1097221375,0
1665831017.77793,11.0874996185,0
1665831017.78994,11.0249996185,0
1665831017.80295,11.0611114502,0
1665831017.81488,11.1208333969,0
1665831017.8265,11.0958328247,0
1665831017.83973,11.0277776718,0
1665831017.85088,11.0319442749,0
1665831017.86316,11.0874996185,0
1665831017.87524,11.0458335876,0
1665831017.88847,11.0222225189,0
1665831017.89954,11.0430555344,0
1665831017.9126,11.0749998093,0
1665831017.92397,11.0472221375,0
1665831017.93684,10.9958333969,0
1665831017.94826,11.0736112595,0
1665831017.96046,11.0597219467,0
1665831017.97288,11.0611114502,0
1665831017.98525,11.0597219467,0
1665831017.99835,11.0569438934,0
1665831018.00991,11.0055561066,0
1665831018.02316,11.0194444656,0
1665831018.03446,11.0638885498,0
1665831018.04657,11.0763893127,0
1665831018.05981,11.0083332062,0
1665831018.07233,11.0833339691,0
1665831018.08424,11.0388889313,0
1665831018.09567,11.0249996185,0
1665831018.10761,11.0333328247,0
1665831018.12007,11.1236114502,0
1665831018.13245,11.1055555344,0
1665831018.14437,11.0763893127,0
1665831018.15705,11.1736106873,0
1665831018.16897,11.1430549622,0
1665831018.18184,11.0583333969,0
1665831018.19375,11.052778244,0
1665831018.20554,11.1027774811,0
1665831018.21834,11.0416660309,0
1665831018.22996,11.0472221375,0
1665831018.24211,11.0986118317,0
1665831018.25433,11.1138887405,0
1665831018.26657,11.0805549622,0
1665831018.27937,11.1041660309,0
1665831018.29106,11.1041669846,0
1665831018.30332,11.052778244,0
1665831018.31556,11.0583324432,0
1665831018.32799,11.1194448471,0
1665831018.34026,11.1069450378,0
1665831018.35276,11.0833339691,0
1665831018.36486,11.0833339691,0
1665831018.37709,11.1222229004,0
1665831018.38946,11.0763893127,0
1665831018.40147,11.0694446564,0
1665831018.41396,11.0944442749,0
1665831018.42604,11.0736112595,0
1665831018.43863,11.0708332062,0
1665831018.45029,11.0236110687,0
1665831018.46258,11.0236110687,0
1665831018.47549,11.0180559158,0
1665831018.48709,11.0430555344,0
1665831018.49917,11.1166667938,0
1665831018.51135,11.0888881683,0
1665831018.52453,11.052778244,0
1665831018.53588,11.0652770996,0
1665831018.54814,11.0805549622,0
1665831018.56039,11.0472221375,0
1665831018.57363,11.0263881683,0
1665831018.58535,11.0944442749,0
1665831018.59806,11.0763893127,0
1665831018.60985,11.0430555344,0
1665831018.62279,11.0472221375,0
1665831018.63433,11.0694446564,0
1665831018.64729,11.0083332062,0
1665831018.65886,11.043056488,0
1665831018.67193,11.0750007629,0
1665831018.68334,11.0388889313,0
1665831018.69557,11.0472221375,0
1665831018.70791,11.0944442749,0
1665831018.72111,11.0861110687,0
1665831018.73245,11.0291671753,0
1665831018.74459,11.0833339691,0
1665831018.75697,11.0888881683,0
1665831018.76942,11.0430555344,0
1665831018.78142,11.0500001907,0
1665831018.79328,11.072221756,0
1665831018.806,11.0416669846,0
1665831018.818,11.0388889313,0
1665831018.82992,11.0597219467,0
1665831018.84213,11.0402774811,0
1665831018.85426,11.0375003815,0
1665831018.86655,11.0749998093,0
1665831018.87863,11.0388889313,0
1665831018.89092,11.0138893127,0
1665831018.90388,11.0319442749,0
1665831018.91557,11.0555553436,0
1665831018.92854,10.9805555344,0
1665831018.94009,11.0236110687,0
1665831018.9525,11.0583333969,0
1665831018.96572,11.0388889313,0
1665831018.9779,10.9541664124,0
1665831018.98955,11.0444450378,0
1665831019.00186,11.0500001907,0
1665831019.01396,10.9972219467,0
1665831019.02619,10.9986114502,0
1665831019.03847,11.0583333969,0
1665831019.05113,11.1013889313,0
1665831019.06307,11.052778244,0
1665831019.07492,11.0694446564,0
1665831019.08763,11.0305557251,0
1665831019.09933,11.0874996185,0
1665831019.11216,10.990278244,0
1665831019.12355,10.9944438934,0
1665831019.13692,11.0208339691,0
1665831019.1482,11.0388889313,0
1665831019.16142,11.0194444656,0
1665831019.1728,11.0013885498,0
1665831019.18507,11.026389122,0
1665831019.19842,11.0319442749,0
1665831019.20975,11.0249996185,0
1665831019.22216,11.0166664124,0
1665831019.23426,11.0208339691,0
1665831019.24681,11.0499992371,0
1665831019.25888,11.0180549622,0
1665831019.27122,11.0124998093,0
1665831019.28431,11.0069446564,0
1665831019.29581,11.0166664124,0
1665831019.3079,10.9972219467,0
1665831019.32116,11.0083332062,0
1665831019.33234,11.0083332062,0
1665831019.34468,10.9861106873,0
1665831019.3571,10.9888887405,0
1665831019.36901,11,0
1665831019.38207,10.9986114502,0
1665831019.39379,10.9875001907,0
1665831019.40549,11.0069446564,0
1665831019.41821,11.0152778625,0
1665831019.43021,10.9958333969,0
1665831019.44233,10.9597225189,0
1665831019.45474,11.0013885498,0
1665831019.46652,10.9847221375,0
1665831019.47888,10.9819450378,0
1665831019.49115,10.9652776718,0
1665831019.50328,10.9861106873,0
1665831019.51561,10.9624996185,0
1665831019.52794,10.9763889313,0
1665831019.54037,10.9555549622,0
1665831019.5528,10.9805555344,0
1665831019.56529,10.9819450378,0
1665831019.57761,10.9805555344,0
1665831019.59073,10.9861106873,0
1665831019.60277,10.9708328247,0
1665831019.61406,10.9722223282,0
1665831019.62709,10.9777774811,0
1665831019.63865,10.9736118317,0
1665831019.65044,10.9666671753,0
1665831019.66321,10.9777774811,0
1665831019.67547,10.9513893127,0
1665831019.68775,10.963889122,0
1665831019.69984,10.947221756,0
1665831019.7126,10.9791669846,0
1665831019.72448,10.9624996185,0
1665831019.73661,10.9944438934,0
1665831019.74793,10.9819450378,0
1665831019.76027,10.9666662216,0
1665831019.77274,10.9791660309,0
1665831019.78458,10.9527778625,0
1665831019.79743,10.9402770996,0
1665831019.8092,10.9458332062,0
1665831019.82148,10.9652776718,0
1665831019.83419,10.9305553436,0
1665831019.84602,10.9347229004,0
1665831019.8584,10.9513893127,0
1665831019.87076,10.9666671753,0
1665831019.88305,10.9513893127,0
1665831019.89493,10.9597225189,0
1665831019.90712,10.9847221375,0
1665831019.92003,10.9888887405,0
1665831019.93162,10.973610878,0
1665831019.94456,10.9708328247,0
1665831019.9561,10.9708328247,0
1665831019.9685,10.9666662216,0
1665831019.98048,10.9763889313,0
1665831019.99292,10.9638881683,0
1665831020.00496,10.9569444656,0
1665831020.01785,10.9611110687,0
1665831020.02943,10.9777774811,0
1665831020.04131,10.9541664124,0
1665831020.05363,10.9583339691,0
1665831020.06584,10.9541664124,0
1665831020.07809,11.009721756,0
1665831020.09053,10.9694442749,0
1665831020.10275,10.9652776718,0
1665831020.11507,10.9722223282,0
1665831020.12737,10.9597225189,0
1665831020.13972,10.9361114502,0
1665831020.15184,10.9847221375,0
1665831020.16519,10.9611110687,0
1665831020.17732,10.9499998093,0
1665831020.18902,10.9513893127,0
1665831020.20124,10.9777774811,0
1665831020.2135,10.9527778625,0
1665831020.22592,10.9347219467,0
1665831020.23866,10.990278244,0
1665831020.2507,10.9666671753,0
1665831020.26227,10.9458332062,0
1665831020.27544,10.9444446564,0
